"","會員編號","櫃位名稱","課別名稱","商品類別名稱","全館消費金額","全館交易筆數","統計日期","性別","年齡層","最近消費日期","累積消費頻率","累積消費金額","卡友分群類別名稱"
"13768","361419","51065_雪嶽山","05_美食一課","熟食",160,2,2014-04-03,"F","30-39歲",352,9,6854,"警戒顧客"
"13769","361419","51006_米歇蘭","05_美食一課","熟食",155,2,2014-04-03,"F","30-39歲",352,9,6854,"警戒顧客"
"13770","361419","73018_草山金工","02_美用二課","生活雜貨",2700,2,2014-04-03,"F","30-39歲",352,9,6854,"警戒顧客"
"13771","361419","52018_Bugel Bagel","05_美食一課","西點麵包",100,2,2014-04-03,"F","30-39歲",352,9,6854,"警戒顧客"
"13772","361907","54013_饗食天堂","06_美食二課","主題餐廳",1118,1,2012-11-21,"M","50-59歲",293,15,40799,"警戒顧客"
"13773","361907","44001_KEEN","04_服飾二課","戶外休閒用品",6420,2,2012-11-27,"M","50-59歲",293,15,40799,"警戒顧客"
"13774","361907","44002_THE NORTH FACE","04_服飾二課","戶外休閒服飾",8843,3,2012-11-21,"M","50-59歲",293,15,40799,"警戒顧客"
"13775","361907","71002_台隆手創館","02_美用二課","專門大店",1400,2,2012-11-27,"M","50-59歲",293,15,40799,"警戒顧客"
"13776","361907","51042_三巡海南雞飯","05_美食一課","熟食",260,2,2012-12-01,"M","50-59歲",293,15,40799,"警戒顧客"
"13777","361907","44003_Salomon","04_服飾二課","戶外休閒用品",580,2,2012-12-12,"M","50-59歲",293,15,40799,"警戒顧客"
"13778","361907","44002_THE NORTH FACE","04_服飾二課","戶外休閒服飾",3996,2,2013-11-23,"M","50-59歲",293,15,40799,"警戒顧客"
"13779","361907","71002_台隆手創館","02_美用二課","專門大店",129,1,2013-11-23,"M","50-59歲",293,15,40799,"警戒顧客"
"13780","361907","44001_KEEN","04_服飾二課","戶外休閒用品",7580,2,2013-11-24,"M","50-59歲",293,15,40799,"警戒顧客"
"13781","361907","44002_THE NORTH FACE","04_服飾二課","戶外休閒服飾",1248,2,2013-12-28,"M","50-59歲",293,15,40799,"警戒顧客"
"13782","361907","51014_油桐花","05_美食一課","熟食",158,2,2013-12-28,"M","50-59歲",293,15,40799,"警戒顧客"
"13783","361907","44001_KEEN","04_服飾二課","戶外休閒用品",3246,2,2015-03-14,"M","50-59歲",293,15,40799,"警戒顧客"
"13784","361907","51019_明德素食園","05_美食一課","熟食",172,2,2014-10-05,"M","50-59歲",293,15,40799,"警戒顧客"
"13785","361907","44001_KEEN","04_服飾二課","戶外休閒用品",5499,2,2014-05-03,"M","50-59歲",293,15,40799,"警戒顧客"
"13786","361907","71002_台隆手創館","02_美用二課","專門大店",150,1,2014-05-30,"M","50-59歲",293,15,40799,"警戒顧客"
"13787","362148","11001_KIEHLS","01_美用一課","自營化妝品",1890,1,2012-11-27,"F","40-49歲",1068,4,2348,"流失顧客"
"13788","362148","51010_印度皇宮","05_美食一課","熟食",178,1,2012-11-27,"F","40-49歲",1068,4,2348,"流失顧客"
"13789","362148","51004_GINZA洋食","05_美食一課","熟食",150,1,2013-01-28,"F","40-49歲",1068,4,2348,"流失顧客"
"13790","362148","51068_萬年排骨","05_美食一課","熟食",130,2,2013-01-28,"F","40-49歲",1068,4,2348,"流失顧客"
"13791","362271","21048_Bellarita","01_美用一課","女鞋",1680,2,2012-12-15,"F","30-39歲",614,87,149927,"VIP顧客"
"13792","362271","23015_果銀","02_美用二課","少女飾品",390,1,2012-12-10,"F","30-39歲",614,87,149927,"VIP顧客"
"13793","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",4800,2,2012-11-28,"F","30-39歲",614,87,149927,"VIP顧客"
"13794","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",155,1,2012-12-19,"F","30-39歲",614,87,149927,"VIP顧客"
"13795","362271","22645_Landbas","02_美用二課","臨時櫃",776,2,2012-12-19,"F","30-39歲",614,87,149927,"VIP顧客"
"13796","362271","23015_果銀","02_美用二課","少女飾品",350,2,2012-12-11,"F","30-39歲",614,87,149927,"VIP顧客"
"13797","362271","51029_Yamazaki山崎麵包","05_美食一課","西點麵包",120,2,2012-11-28,"F","30-39歲",614,87,149927,"VIP顧客"
"13798","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",824,4,2012-12-14,"F","30-39歲",614,87,149927,"VIP顧客"
"13799","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",7064,4,2012-12-13,"F","30-39歲",614,87,149927,"VIP顧客"
"13800","362271","21048_Bellarita","01_美用一課","女鞋",1800,2,2012-12-14,"F","30-39歲",614,87,149927,"VIP顧客"
"13801","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",2296,2,2012-12-15,"F","30-39歲",614,87,149927,"VIP顧客"
"13802","362271","11615_Novae","01_美用一課","臨時櫃",2095,2,2012-12-22,"F","30-39歲",614,87,149927,"VIP顧客"
"13803","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",1000,2,2012-12-21,"F","30-39歲",614,87,149927,"VIP顧客"
"13804","362271","11615_Novae","01_美用一課","臨時櫃",3150,2,2012-12-25,"F","30-39歲",614,87,149927,"VIP顧客"
"13805","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",4024,2,2012-12-23,"F","30-39歲",614,87,149927,"VIP顧客"
"13806","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",340,1,2012-12-21,"F","30-39歲",614,87,149927,"VIP顧客"
"13807","362271","51029_Yamazaki山崎麵包","05_美食一課","西點麵包",112,2,2012-12-21,"F","30-39歲",614,87,149927,"VIP顧客"
"13808","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",9252,2,2012-12-29,"F","30-39歲",614,87,149927,"VIP顧客"
"13809","362271","41003_NET","04_服飾二課","國產中性服飾",499,2,2012-12-22,"F","30-39歲",614,87,149927,"VIP顧客"
"13810","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",155,1,2013-03-16,"F","30-39歲",614,87,149927,"VIP顧客"
"13811","362271","21055_ikik2 shoes","01_美用一課","少女鞋",2208,2,2013-01-24,"F","30-39歲",614,87,149927,"VIP顧客"
"13812","362271","72610_M&S","02_美用二課","臨時櫃",1280,2,2013-01-25,"F","30-39歲",614,87,149927,"VIP顧客"
"13813","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",155,1,2013-01-06,"F","30-39歲",614,87,149927,"VIP顧客"
"13814","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",135,1,2013-01-07,"F","30-39歲",614,87,149927,"VIP顧客"
"13815","362271","51029_Yamazaki山崎麵包","05_美食一課","西點麵包",102,2,2013-01-19,"F","30-39歲",614,87,149927,"VIP顧客"
"13816","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",135,1,2013-02-01,"F","30-39歲",614,87,149927,"VIP顧客"
"13817","362271","43005_CONVERSE","04_服飾二課","街頭運動",1428,2,2013-02-02,"F","30-39歲",614,87,149927,"VIP顧客"
"13818","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",135,1,2013-02-03,"F","30-39歲",614,87,149927,"VIP顧客"
"13819","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",13268,2,2013-02-02,"F","30-39歲",614,87,149927,"VIP顧客"
"13820","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",155,1,2013-02-20,"F","30-39歲",614,87,149927,"VIP顧客"
"13821","362271","21035_ORWARE","01_美用一課","休閒鞋/男鞋",2373,6,2013-01-26,"F","30-39歲",614,87,149927,"VIP顧客"
"13822","362271","51041_布藍里","05_美食一課","西點麵包",200,2,2013-02-12,"F","30-39歲",614,87,149927,"VIP顧客"
"13823","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",155,1,2013-01-02,"F","30-39歲",614,87,149927,"VIP顧客"
"13824","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",1990,2,2013-02-17,"F","30-39歲",614,87,149927,"VIP顧客"
"13825","362271","21052_ALL BLACK MENS","01_美用一課","休閒鞋/男鞋",1680,2,2013-06-27,"F","30-39歲",614,87,149927,"VIP顧客"
"13826","362271","51069_興葉蚵仔煎","05_美食一課","熟食",120,2,2013-06-02,"F","30-39歲",614,87,149927,"VIP顧客"
"13827","362271","42005_Sweet camel","04_服飾二課","牛仔服飾",1245,1,2013-02-17,"F","30-39歲",614,87,149927,"VIP顧客"
"13828","362271","41003_NET","04_服飾二課","國產中性服飾",1497,2,2013-01-25,"F","30-39歲",614,87,149927,"VIP顧客"
"13829","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",155,1,2013-03-19,"F","30-39歲",614,87,149927,"VIP顧客"
"13830","362271","41019_Springfield","04_服飾二課","進口中性服飾",980,2,2013-02-14,"F","30-39歲",614,87,149927,"VIP顧客"
"13831","362271","11041_KRYOLAN","01_美用一課","少女彩妝保養",1000,2,2013-04-26,"F","30-39歲",614,87,149927,"VIP顧客"
"13832","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",310,2,2013-03-23,"F","30-39歲",614,87,149927,"VIP顧客"
"13833","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",155,1,2013-03-11,"F","30-39歲",614,87,149927,"VIP顧客"
"13834","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",170,1,2013-06-11,"F","30-39歲",614,87,149927,"VIP顧客"
"13835","362271","53001_JASONS超市","05_美食一課","超市",299,1,2013-06-24,"F","30-39歲",614,87,149927,"VIP顧客"
"13836","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",1492,2,2013-05-18,"F","30-39歲",614,87,149927,"VIP顧客"
"13837","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",170,1,2013-06-07,"F","30-39歲",614,87,149927,"VIP顧客"
"13838","362271","41027_adidas originals","04_服飾二課","進口中性服飾",3044,2,2013-06-06,"F","30-39歲",614,87,149927,"VIP顧客"
"13839","362271","53001_JASONS超市","05_美食一課","超市",299,1,2013-06-23,"F","30-39歲",614,87,149927,"VIP顧客"
"13840","362271","54023_STARBUCKS COFFEE","06_美食二課","CAFE",225,1,2013-01-01,"F","30-39歲",614,87,149927,"VIP顧客"
"13841","362271","41027_adidas originals","04_服飾二課","進口中性服飾",1026,2,2013-04-04,"F","30-39歲",614,87,149927,"VIP顧客"
"13842","362271","11657_NARS","01_美用一課","化妝品",2900,2,2013-06-02,"F","30-39歲",614,87,149927,"VIP顧客"
"13843","362271","51043_安妮莎泰式料理","05_美食一課","熟食",148,2,2013-11-22,"F","30-39歲",614,87,149927,"VIP顧客"
"13844","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",3835,2,2013-10-20,"F","30-39歲",614,87,149927,"VIP顧客"
"13845","362271","21012_VELLE MOVEN","01_美用一課","女鞋",2680,2,2013-11-18,"F","30-39歲",614,87,149927,"VIP顧客"
"13846","362271","41003_NET","04_服飾二課","國產中性服飾",199,2,2013-08-18,"F","30-39歲",614,87,149927,"VIP顧客"
"13847","362271","54013_饗食天堂","06_美食二課","主題餐廳",5179,2,2013-07-31,"F","30-39歲",614,87,149927,"VIP顧客"
"13848","362271","12615_曼黛瑪璉特賣","02_美用二課","國產內睡衣",2480,8,2013-09-21,"F","30-39歲",614,87,149927,"VIP顧客"
"13849","362271","41023_GLOBAL WORK","04_服飾二課","進口中性服飾",280,2,2013-07-19,"F","30-39歲",614,87,149927,"VIP顧客"
"13850","362271","41023_GLOBAL WORK","04_服飾二課","進口中性服飾",999,2,2013-07-14,"F","30-39歲",614,87,149927,"VIP顧客"
"13851","362271","51041_布藍里","05_美食一課","西點麵包",199,2,2013-07-14,"F","30-39歲",614,87,149927,"VIP顧客"
"13852","362271","23015_果銀","02_美用二課","少女飾品",399,2,2013-08-15,"F","30-39歲",614,87,149927,"VIP顧客"
"13853","362271","41003_NET","04_服飾二課","國產中性服飾",800,2,2013-07-24,"F","30-39歲",614,87,149927,"VIP顧客"
"13854","362271","42601_堪薩斯家族特賣會","04_服飾二課","臨時櫃",690,2,2013-07-15,"F","30-39歲",614,87,149927,"VIP顧客"
"13855","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",1380,2,2013-08-20,"F","30-39歲",614,87,149927,"VIP顧客"
"13856","362271","33014_OZOC","03_服飾一課","進口個性服飾",1000,2,2013-08-14,"F","30-39歲",614,87,149927,"VIP顧客"
"13857","362271","41027_adidas originals","04_服飾二課","進口中性服飾",2632,2,2013-07-28,"F","30-39歲",614,87,149927,"VIP顧客"
"13858","362271","12615_曼黛瑪璉特賣","02_美用二課","國產內睡衣",3300,2,2013-09-16,"F","30-39歲",614,87,149927,"VIP顧客"
"13859","362271","12616_瑪登瑪朵特賣","02_美用二課","國產內睡衣",3240,2,2013-09-21,"F","30-39歲",614,87,149927,"VIP顧客"
"13860","362271","23616_Renee' Jewelry","02_美用二課","臨時櫃",1280,2,2013-10-12,"F","30-39歲",614,87,149927,"VIP顧客"
"13861","362271","42601_堪薩斯家族特賣會","04_服飾二課","臨時櫃",1490,2,2013-07-24,"F","30-39歲",614,87,149927,"VIP顧客"
"13862","362271","21012_VELLE MOVEN","01_美用一課","女鞋",0,1,2013-11-20,"F","30-39歲",614,87,149927,"VIP顧客"
"13863","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",1120,2,2013-11-18,"F","30-39歲",614,87,149927,"VIP顧客"
"13864","362271","12009_Triumph","02_美用二課","自營內睡衣",2122,2,2013-10-13,"F","30-39歲",614,87,149927,"VIP顧客"
"13865","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",999,2,2013-11-08,"F","30-39歲",614,87,149927,"VIP顧客"
"13866","362271","11063_N A R S","01_美用一課","自營化妝品",2173,2,2013-11-26,"F","30-39歲",614,87,149927,"VIP顧客"
"13867","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",2752,2,2013-10-12,"F","30-39歲",614,87,149927,"VIP顧客"
"13868","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",3082,2,2013-10-24,"F","30-39歲",614,87,149927,"VIP顧客"
"13869","362271","42007_LeeCooper","04_服飾二課","牛仔服飾",2800,2,2013-10-16,"F","30-39歲",614,87,149927,"VIP顧客"
"13870","362271","41017_Earl Jean","04_服飾二課","牛仔服飾",0,1,2013-11-20,"F","30-39歲",614,87,149927,"VIP顧客"
"13871","362271","41027_adidas originals","04_服飾二課","進口中性服飾",2432,2,2013-10-05,"F","30-39歲",614,87,149927,"VIP顧客"
"13872","362271","34025_F.F.F.F","03_服飾一課","國產少女服飾",0,4,2013-08-26,"F","30-39歲",614,87,149927,"VIP顧客"
"13873","362271","61008_順成蛋糕","06_美食二課","轉運站商店",110,2,2013-11-15,"F","30-39歲",614,87,149927,"VIP顧客"
"13874","362271","51008_韓州豆腐鍋","05_美食一課","熟食",140,2,2013-08-16,"F","30-39歲",614,87,149927,"VIP顧客"
"13875","362271","54032_繼光香香雞","06_美食二課","TO GO",110,2,2013-10-17,"F","30-39歲",614,87,149927,"VIP顧客"
"13876","362271","23030_金瑩-珠寶","02_美用二課","黃金珠寶",8000,2,2014-04-27,"F","30-39歲",614,87,149927,"VIP顧客"
"13877","362271","42007_LeeCooper","04_服飾二課","牛仔服飾",999,2,2014-04-10,"F","30-39歲",614,87,149927,"VIP顧客"
"13878","362271","22060_PORTER","02_美用二課","中性雜貨配件",3750,2,2014-04-27,"F","30-39歲",614,87,149927,"VIP顧客"
"13879","362271","12012_SAVVY","02_美用二課","國產內睡衣",4760,2,2014-04-27,"F","30-39歲",614,87,149927,"VIP顧客"
"13880","362271","23015_果銀","02_美用二課","少女飾品",1000,2,2014-03-29,"F","30-39歲",614,87,149927,"VIP顧客"
"13881","362746","51029_Yamazaki山崎麵包","05_美食一課","西點麵包",103,1,2012-11-28,"F","40-49歲",56,9,4863,"警戒顧客"
"13882","362746","51070_SAISON du SOLEIL","05_美食一課","西點麵包",184,2,2013-04-11,"F","40-49歲",56,9,4863,"警戒顧客"
"13883","362746","51070_SAISON du SOLEIL","05_美食一課","西點麵包",32,2,2013-09-05,"F","40-49歲",56,9,4863,"警戒顧客"
"13884","362746","51011_聖加南洋","05_美食一課","熟食",160,2,2013-09-17,"F","40-49歲",56,9,4863,"警戒顧客"
"13885","362746","52002_先麥","05_美食一課","伴手禮品",390,2,2013-09-17,"F","40-49歲",56,9,4863,"警戒顧客"
"13886","362746","51065_雪嶽山","05_美食一課","熟食",140,2,2013-11-16,"F","40-49歲",56,9,4863,"警戒顧客"
"13887","362746","23018_GENNY&ADAMS","02_美用二課","流行飾品",840,2,2013-11-21,"F","40-49歲",56,9,4863,"警戒顧客"
"13888","362746","52002_先麥","05_美食一課","伴手禮品",456,2,2015-09-24,"F","40-49歲",56,9,4863,"警戒顧客"
"13889","362746","54011_晶湯匙","06_美食二課","主題餐廳",2558,2,2015-11-06,"F","40-49歲",56,9,4863,"警戒顧客"
"13890","362923","34002_BENMA SHIEN","03_服飾一課","國產個性服飾",1000,1,2012-11-30,"F","40-49歲",984,6,9166,"流失顧客"
"13891","362923","34612_CY","03_服飾一課","臨時櫃",1800,2,2012-11-30,"F","40-49歲",984,6,9166,"流失顧客"
"13892","362923","73007_GOOD DAY","02_美用二課","雜貨配件",640,2,2012-12-20,"F","40-49歲",984,6,9166,"流失顧客"
"13893","362923","34010_American Bluedeer","03_服飾一課","國產少女服飾",4120,2,2012-12-21,"F","40-49歲",984,6,9166,"流失顧客"
"13894","362923","31017_ZARA","03_服飾一課","進口服飾名店",1050,1,2013-04-22,"F","40-49歲",984,6,9166,"流失顧客"
"13895","362923","34023_epanouir","03_服飾一課","國產少女服飾",556,2,2013-04-22,"F","40-49歲",984,6,9166,"流失顧客"
"13896","36320","71002_台隆手創館","02_美用二課","專門大店",2068,2,2011-06-04,"F","60歲以上",1672,6,15258,"流失顧客"
"13897","36320","54013_饗食天堂","06_美食二課","主題餐廳",7207,1,2011-02-25,"F","60歲以上",1672,6,15258,"流失顧客"
"13898","36320","72001_SONY","02_美用二課","3C",3680,4,2011-03-27,"F","60歲以上",1672,6,15258,"流失顧客"
"13899","36320","33016_ESPRIT","03_服飾一課","進口少女服飾",830,2,2011-06-04,"F","60歲以上",1672,6,15258,"流失顧客"
"13900","36320","71002_台隆手創館","02_美用二課","專門大店",369,1,2011-03-27,"F","60歲以上",1672,6,15258,"流失顧客"
"13901","36320","44013_HILL TOP BIRD","04_服飾二課","戶外休閒服飾",1104,2,2011-06-04,"F","60歲以上",1672,6,15258,"流失顧客"
"13902","363258","11010_第一化工","01_美用一課","少女彩妝保養",12120,2,2012-11-30,"M","20-29歲",1102,2,13200,"流失顧客"
"13903","363258","73007_GOOD DAY","02_美用二課","雜貨配件",1080,2,2012-12-25,"M","20-29歲",1102,2,13200,"流失顧客"
"13904","363292","11047_AVEDA","01_美用一課","化妝品",5200,1,2012-11-30,"F","30-39歲",1127,1,5200,"初次消費者"
"13905","363660","33028_collect point","03_服飾一課","進口少女服飾",1336,1,2012-12-01,"F","30-39歲",327,8,5650,"警戒顧客"
"13906","363660","54053_山頭火拉麵","06_美食二課","主題餐廳",1243,1,2012-12-01,"F","30-39歲",327,8,5650,"警戒顧客"
"13907","363660","54004_誠屋拉麵","06_美食二課","主題餐廳",308,2,2013-02-15,"F","30-39歲",327,8,5650,"警戒顧客"
"13908","363660","54034_愛爾蘭瘋薯","06_美食二課","CAFE",165,2,2013-02-15,"F","30-39歲",327,8,5650,"警戒顧客"
"13909","363660","31017_ZARA","03_服飾一課","進口服飾名店",1780,1,2013-02-23,"F","30-39歲",327,8,5650,"警戒顧客"
"13910","363660","54004_誠屋拉麵","06_美食二課","主題餐廳",378,2,2013-06-29,"F","30-39歲",327,8,5650,"警戒顧客"
"13911","363660","51078_誠屋 拉麵","05_美食一課","熟食",250,2,2015-02-08,"F","30-39歲",327,8,5650,"警戒顧客"
"13912","363660","51078_誠屋 拉麵","05_美食一課","熟食",190,2,2014-09-27,"F","30-39歲",327,8,5650,"警戒顧客"
"13913","364080","12013_Ladies","02_美用二課","國產內睡衣",10530,6,2012-12-02,"F","30-39歲",865,2,10640,"流失顧客"
"13914","364080","61022_小林煎餅","06_美食二課","轉運站商店",110,2,2013-08-19,"F","30-39歲",865,2,10640,"流失顧客"
"13915","364438","72005_Apple","02_美用二課","3C",19200,2,2012-12-02,"M","30-39歲",1125,1,19200,"初次消費者"
"13916","364470","22044_Kinoshohampu複合櫃","02_美用二課","中性雜貨配件",6600,1,2012-12-02,"F","20-29歲",347,8,15501,"警戒顧客"
"13917","364470","63003_PRIMAVERA","01_美用一課","沐浴香氛",2480,2,2013-09-22,"F","20-29歲",347,8,15501,"警戒顧客"
"13918","364470","11024_THE BODY SHOP","01_美用一課","少女彩妝保養",1480,2,2013-09-22,"F","20-29歲",347,8,15501,"警戒顧客"
"13919","364470","54049_21世紀風味館","06_美食二課","TO GO",320,1,2013-12-03,"F","20-29歲",347,8,15501,"警戒顧客"
"13920","364470","33606_DRESSY","03_服飾一課","臨時櫃",1000,2,2015-01-19,"F","20-29歲",347,8,15501,"警戒顧客"
"13921","364470","54013_饗食天堂","06_美食二課","主題餐廳",2895,2,2015-01-19,"F","20-29歲",347,8,15501,"警戒顧客"
"13922","364470","43013_VANS","04_服飾二課","街頭運動",390,2,2014-08-04,"F","20-29歲",347,8,15501,"警戒顧客"
"13923","364470","51071_歐姆列滋","05_美食一課","熟食",336,2,2014-08-04,"F","20-29歲",347,8,15501,"警戒顧客"
"13924","364805","51046_貝諾pasta","05_美食一課","熟食",360,2,2013-04-27,"F","20-29歲",52,2,756,"警戒顧客"
"13925","364805","41023_GLOBAL WORK","04_服飾二課","進口中性服飾",396,2,2015-11-10,"F","20-29歲",52,2,756,"警戒顧客"
"13926","364850","11014_SKII","01_美用一課","自營化妝品",4185,6,2012-12-03,"F","30-39歲",1124,1,4185,"初次消費者"
"13927","365375","41003_NET","04_服飾二課","國產中性服飾",499,2,2012-12-14,"M","60歲以上",83,15,24870,"警戒顧客"
"13928","365375","41003_NET","04_服飾二課","國產中性服飾",799,2,2012-12-23,"M","60歲以上",83,15,24870,"警戒顧客"
"13929","365375","53001_JASONS超市","05_美食一課","超市",451,1,2012-12-05,"M","60歲以上",83,15,24870,"警戒顧客"
"13930","365375","51029_Yamazaki山崎麵包","05_美食一課","西點麵包",178,1,2012-12-05,"M","60歲以上",83,15,24870,"警戒顧客"
"13931","365375","42001_levis","04_服飾二課","牛仔服飾",1980,2,2013-06-07,"M","60歲以上",83,15,24870,"警戒顧客"
"13932","365375","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",544,2,2013-03-02,"M","60歲以上",83,15,24870,"警戒顧客"
"13933","365375","42603_LEVIS特賣會","04_服飾二課","臨時櫃",3990,2,2013-11-22,"M","60歲以上",83,15,24870,"警戒顧客"
"13934","365375","52015_呷百二自然洋果子","05_美食一課","伴手禮品",100,2,2013-11-23,"M","60歲以上",83,15,24870,"警戒顧客"
"13935","365375","33016_ESPRIT","03_服飾一課","進口少女服飾",4974,2,2013-11-23,"M","60歲以上",83,15,24870,"警戒顧客"
"13936","365375","54054_Mr.Onion","06_美食二課","主題餐廳",1023,2,2013-07-01,"M","60歲以上",83,15,24870,"警戒顧客"
"13937","365375","72008_ASUS","02_美用二課","3C",5189,2,2015-05-08,"M","60歲以上",83,15,24870,"警戒顧客"
"13938","365375","54054_Mr.Onion","06_美食二課","主題餐廳",2407,2,2015-10-10,"M","60歲以上",83,15,24870,"警戒顧客"
"13939","365375","71002_台隆手創館","02_美用二課","專門大店",594,1,2014-08-03,"M","60歲以上",83,15,24870,"警戒顧客"
"13940","365375","54006_金色三麥","06_美食二課","主題餐廳",1997,2,2014-06-25,"M","60歲以上",83,15,24870,"警戒顧客"
"13941","365375","71002_台隆手創館","02_美用二課","專門大店",145,1,2014-03-28,"M","60歲以上",83,15,24870,"警戒顧客"
"13942","365560","46003_CONFAR","04_服飾二課","國產男士流行",2500,1,2012-12-06,"F","20-29歲",1121,3,6238,"初次消費者"
"13943","365560","43005_CONVERSE","04_服飾二課","街頭運動",1258,2,2012-12-06,"F","20-29歲",1121,3,6238,"初次消費者"
"13944","365560","41003_NET","04_服飾二課","國產中性服飾",2480,2,2012-12-06,"F","20-29歲",1121,3,6238,"初次消費者"
"13945","365763","22007_PARTAKE","02_美用二課","中性雜貨配件",7000,1,2012-12-07,"F","20-29歲",799,16,50682,"流失顧客"
"13946","365763","34024_b.club","03_服飾一課","國產少女服飾",628,2,2012-12-07,"F","20-29歲",799,16,50682,"流失顧客"
"13947","365763","41604_GAP+Johnbull","04_服飾二課","臨時櫃",804,1,2012-12-07,"F","20-29歲",799,16,50682,"流失顧客"
"13948","365763","23025_SWAROVSKI","02_美用二課","流行飾品",1520,2,2013-05-09,"F","20-29歲",799,16,50682,"流失顧客"
"13949","365763","23025_SWAROVSKI","02_美用二課","流行飾品",3040,2,2013-05-07,"F","20-29歲",799,16,50682,"流失顧客"
"13950","365763","51025_廣安階","05_美食一課","冰品輕食",150,1,2013-01-24,"F","20-29歲",799,16,50682,"流失顧客"
"13951","365763","53001_JASONS超市","05_美食一課","超市",4625,1,2013-01-28,"F","20-29歲",799,16,50682,"流失顧客"
"13952","365763","53001_JASONS超市","05_美食一課","超市",1880,2,2013-01-24,"F","20-29歲",799,16,50682,"流失顧客"
"13953","365763","51621_九層炊","05_美食一課","臨時櫃",60,1,2013-01-24,"F","20-29歲",799,16,50682,"流失顧客"
"13954","365763","51051_大戶屋","05_美食一課","熟食",350,2,2013-01-24,"F","20-29歲",799,16,50682,"流失顧客"
"13955","365763","51068_萬年排骨","05_美食一課","熟食",390,2,2013-01-24,"F","20-29歲",799,16,50682,"流失顧客"
"13956","365763","31017_ZARA","03_服飾一課","進口服飾名店",17100,1,2013-03-07,"F","20-29歲",799,16,50682,"流失顧客"
"13957","365763","54023_STARBUCKS COFFEE","06_美食二課","CAFE",150,1,2013-05-07,"F","20-29歲",799,16,50682,"流失顧客"
"13958","365763","23029_金瑩-黃金","02_美用二課","黃金珠寶",5686,2,2013-05-09,"F","20-29歲",799,16,50682,"流失顧客"
"13959","365763","33037_abito","03_服飾一課","進口少女服飾",5088,2,2013-05-09,"F","20-29歲",799,16,50682,"流失顧客"
"13960","365763","54054_Mr.Onion","06_美食二課","主題餐廳",2211,2,2013-10-24,"F","20-29歲",799,16,50682,"流失顧客"
"13961","366032","11037_薑心比心","01_美用一課","沐浴香氛",680,2,2012-12-07,"M","40-49歲",1120,2,18760,"初次消費者"
"13962","366032","72001_SONY","02_美用二課","3C",18080,1,2012-12-07,"M","40-49歲",1120,2,18760,"初次消費者"
"13963","366811","24004_樺琦屋","02_美用二課","眼鏡鐘錶",12200,2,2012-12-09,"F","30-39歲",272,15,40394,"警戒顧客"
"13964","366811","11651_L'OCCITANE","01_美用一課","沐浴香氛",100,2,2012-12-20,"F","30-39歲",272,15,40394,"警戒顧客"
"13965","366811","54019_Awfully Chocolate","06_美食二課","CAFE",336,2,2013-02-13,"F","30-39歲",272,15,40394,"警戒顧客"
"13966","366811","54004_誠屋拉麵","06_美食二課","主題餐廳",282,2,2013-12-04,"F","30-39歲",272,15,40394,"警戒顧客"
"13967","366811","44008_GIANT","04_服飾二課","戶外休閒用品",6800,2,2013-11-27,"F","30-39歲",272,15,40394,"警戒顧客"
"13968","366811","11050_10/10 HOPE","01_美用一課","化妝品",2680,2,2013-11-20,"F","30-39歲",272,15,40394,"警戒顧客"
"13969","366811","41023_GLOBAL WORK","04_服飾二課","進口中性服飾",1199,2,2013-11-22,"F","30-39歲",272,15,40394,"警戒顧客"
"13970","366811","54004_誠屋拉麵","06_美食二課","主題餐廳",317,2,2013-11-22,"F","30-39歲",272,15,40394,"警戒顧客"
"13971","366811","33028_collect point","03_服飾一課","進口少女服飾",990,2,2013-11-27,"F","30-39歲",272,15,40394,"警戒顧客"
